INST_NM,CERT_NBR,BranchNBR,INST_DEPOSIT,id
Fireside Bank,25667,2,0,7442
Lakeview Credit Union,66404,2,0,7443
"Talbot Bank of Easton, Maryland",1893,2,0,7444
Cities Credit Union,63109,2,0,7445
NYNB Bank,23713,2,0,7446
Great State Bank,58659,2,88483,7447
FirstDay Financial Federal Credit Union,362,2,0,7448
Eastex Credit Union,97098,2,1086292000,7449
Alden State Bank,17652,2,18369,7450
Triad Bank,58121,2,202505,7451
Boulevard Bank,30866,2,0,7452
Casebine Community Credit Union,64868,2,0,7453
United Shoreline Federal Credit Union,6804,2,0,7454
PrimeSource Credit Union,67911,2,0,7455
Schools Plus Federal Credit Union,68379,2,0,7456
MapleMark Bank,3182,2,20332,7457
Georgia Banking Company,57071,2,285414,7458
Schools Plus Community Credit Union,68379,2,0,7459
First Security Bank of Nevada,58443,2,136626,7460
Bank of Beaver City,11862,2,122774,7461
Enterprise Banking Company,19758,2,0,7462
"TomatoBank,National Association",35474,2,0,7463
Community Bank of Nevada,34043,2,0,7464
BankAtlantic,30559,2,0,7465
Corydon State Bank,13616,2,79734,7466
Solera National Bank,58534,2,110926,7467
Allegheny Health Services Employees Federal Credit,21161,2,190379,7468
Pinnacle Federal Credit Union,15095,2,0,7469
Metro One Federal Credit union,14228,2,0,7470
"Worthington Federal Savings Bank, FSB",29426,2,66343,7471
UNB Bank,7631,2,109388,7472
Citizens State Bank of Ganado,16934,2,57658,7473
First Financial Bank USA,1673,2,539032,7474
MEA Federal Credit Union,14034,2,0,7475
First National Bank of the South,35383,2,0,7476
Hawaiian Tel Federal Credit Union,1717,2,0,7477
Health One Credit Union,63106,2,0,7478
Torch Lake Federal Credit Union,10099,2,0,7479
Space City Credit Union,61135,2,0,7480
Marshall T&P Employees Federal Credit Union,5686,2,37363,7481
American Credit Union,66413,2,0,7482
SDC Employees Credit Union,62827,2,0,7483
Garden State Federal Credit Union,14015,2,0,7484
Canandaigua Federal Credit Union,16176,2,101992,7485
Bank of Washington,34214,2,138908,7486
Johnson City Bank,16176,2,101992,7487
Heritage State Bank,29224,2,75546,7488
Community Trust Bank,13380,2,73302,7489
Piedmont Community Bank,57256,2,0,7490
Tewksbury Federal Credit Union,13926,2,25851,7491
Bank of Perry County,1713,2,124465,7492
Connection Credit Union,68254,2,1069425000,7493
"Synergy Bank, SSB",34669,2,0,7494
Regent Bank,26713,2,0,7495
Pamcel Federal Credit Union,8858,2,34245,7496
Prestige Community Credit Union,67507,2,0,7497
New Hampshire Postal Credit Union,66207,2,0,7498
Park State Bank & Trust,19381,2,82981,7499
Fedmont Federal Credit Union,14026,2,61962,7500
Peoples First Savings Bank,30688,2,52924,7501
Eagle Credit Union,64411,2,0,7502
First National Bank in Cooper,3149,2,40801,7503
Community Bank,14498,2,0,7504
Adams County Building & Loan Company,32304,2,19809,7505
Enloe State Bank,10716,2,25354,7506
Port Washington Federal Credit Union,18635,2,296380,7507
Siouxland Bank,23270,2,46712,7508
Evergreen Direct Credit Union,68546,2,0,7509
Security Bank of Southwest Missouri,26520,2,71904,7510
Olympia Credit Union,68331,2,0,7511
Unified Communities Federal Credit Union,6299,2,0,7512
First National Bank of Wyoming,4819,2,0,7513
Harris County Federal Credit Union,7552,2,0,7514
"Omnibank, National Association",17325,2,0,7515
Riverside Bank,93,2,47279,7516
Cosden Federal Credit Union,1750,2,0,7517
TexasBank,15832,2,0,7518
Bank of Tuscaloosa,27209,2,0,7519
Citizens Bank of Laurens County,11295,2,134851,7520
HEA Federal Credit Union,14670,2,0,7521
LaMoure Credit Union,62218,2,0,7522
Catlin Bank,3615,2,38174,7523
Tee Pak Credit Union,60390,2,0,7524
Great American Bank,28302,2,68488,7525
First Bank of Highland Park,17470,2,1002582,7526
American Midwest Bank,21272,2,0,7527
First Federal Savings & Loan Assoc of Greensburg,30058,2,137050,7528
Eastern Indiana Federal Credit Union,7066,2,0,7529
Cedar Rapids State Bank,18820,2,34904,7530
"Citizens Deposit Bank of Arlington, Inc",16852,2,127399,7531
Hopkins County Teachers Federal Credit Union,20936,2,697242,7532
Grant County Deposit Bank,9311,2,0,7533
Farmers National Bank of Cynthiana,2689,2,0,7534
River City Bank,58289,2,138884,7535
Shore Bank,31294,2,0,7536
Madison Bank,34306,2,0,7537
CAHP Credit Union,95071,2,0,7538
Thomas County Federal Savings & Loan Association,29331,2,205434,7539
NBRS Financial Bank,4862,2,0,7540
Commercial Bank & Trust Company,15848,2,0,7541
Bank of Georgia,35259,2,0,7542
Melrose Credit Union,62005,2,0,7543
Dairymans State Bank,15149,2,492168,7544
Union National Bank & Trust Company of Elgin,3661,2,263280,7545
State Bank of Geneva,925,2,77237,7546
Chambers State Bank,13251,2,29398,7547
Oldham Family Alliance Federal Credit Union,6644,2,0,7548
Bank of the Eastern Shore,26759,2,0,7549
Baytree National Bank & Trust Company,35431,2,218184,7550
Generations Credit Union,60429,2,72569086,7551
Galena State Bank & Trust Company,19660,2,0,7552
Safra National Bank of New York,26876,2,5243880,7553
Carolina National Bank & Trust Company,35383,2,0,7554
"New Haven County Credit Union, Inc",65809,2,0,7555
City Credit Union,67924,2,0,7556
Alterra Bank,1149,2,0,7557
Summit Credit Union,66831,2,0,7558
Marine Bank,30187,2,0,7559
Destinations Credit Union,66333,2,0,7560
Lake Chem Community Federal Credit Union,20641,2,0,7561
Countryside Federal Credit Union,4745,2,0,7562
"Stamford Healthcare Credit Union, Inc",66002,2,0,7563
Coconino Federal Credit Union,10335,2,0,7564
Copper Basin Federal Credit Union,16773,2,98120237,7565
Union State Bank,8499,2,62345,7566
Bull Dog Federal Credit Union,18868,2,0,7567
Bank3,15205,2,10196,7568
Bank of Choice,2994,2,0,7569
First Citizens Bank,57248,2,0,7570
Butte Federal Credit Union,643,2,0,7571
Bank of Holland,1464,2,85540,7572
"Home Savings & Loan Association of Carroll Cnty,FA",27898,2,66695,7573
Northwest National Bank,15832,2,0,7574
Alliance Bank Central Texas,15657,2,166196,7575
Farmers Trust & Savings Bank,14392,2,93228,7576
Aliant Bank,58427,2,0,7577
Birmingham Bloomfield Credit Union,61698,2,0,7578
"Harris Bank, National Association",24960,2,0,7579
Compass Credit Union,62040,2,0,7580
Bank of Walker County,57640,2,58850,7581
Logan County Bank,5632,2,64872,7582
Azalea City Credit Union,68224,2,0,7583
Hawaii Central Credit Union,24839,2,0,7584
BC National Banks,17792,2,0,7585
Valley State Bank,26021,2,103914,7586
Exchange State Bank,18838,2,28876,7587
Bashas Associates Federal Credit Union,18171,2,256268,7588
"Four County Bancshares, Inc",15904,2,52592,7589
Mountain View Federal Credit Union,60001,2,0,7590
Northern Nevada Bank,57110,2,0,7591
Pasadena Federal Credit Union,594,2,0,7592
Bank of Commerce,34043,2,0,7593
Citizens State Bank of Roseau,10167,2,178141,7594
Oregonians Federal Credit Union,24760,2,0,7595
Express Credit Union,68273,2,0,7596
Nordstrom Federal Credit Union,1788,2,1086292000,7597
Day-Met Credit Union Inc,97105,2,1169569000,7598
Star Tech Federal Credit Union,3182,2,20332,7599
AnMed Health Federal Credit Union,21508,2,0,7600
Anmed Health Federal Credit Union,21508,2,0,7601
IBERIABANK fsb,33538,2,0,7602
"First National Bank, Cortez",17872,2,91513,7603
Vista Bank Texas,20349,2,0,7604
Hillcrest Bank,22173,2,0,7605
Beacon Federal,35329,2,0,7606
Bank of Mead,13611,2,23590,7607
Heritage Bank,8939,2,0,7608
State Bank & Trust of Kenmare,2057,2,767023,7609
Educational & Governmental Employees Federal CU,2346,2,0,7610
Mercantile Bank,27515,2,0,7611
"Superior Bank, National Association",59026,2,0,7612
Northern State Bank,15242,2,211488,7613
Acuity Bank,15158,2,133497,7614
"Texas Advantage Community Bank, National Assoc",58450,2,105373,7615
Strait-View Credit Union,68231,2,0,7616
Vintage Bank,3089,2,0,7617
Community First National Bank,35585,2,174760,7618
Commerce Bank,10212,2,145695,7619
Chivaho Federal Credit Union,5741,2,529106,7620
First Legacy Community Credit Union,68593,2,201851,7621
Diamond Lakes Federal Credit Union,13763,2,0,7622
Mountain West Bank,33844,2,0,7623
UFCW Northwest Federal Credit Union,14229,2,0,7624
Village Bank,34491,2,0,7625
CBS Employees Federal Credit Union,14588,2,0,7626
Riverplace Financial Corporation,34234,2,0,7627
Lakehurst Naval Federal Credit Union,7958,2,0,7628
Main Bank,22086,2,95504,7629
Western New York Federal Credit Union,16042,2,0,7630
Wichita Falls Teachers Federal Credit Union,2112,2,0,7631
"Chase Bank USA, National Association",23702,2,0,7632
Olean Teachers & Postal Federal Credit Union,7656,2,5697125,7633
Capital Bank & Trust Company,34105,2,0,7634
DOT Federal Credit Union,731,2,0,7635
"Ohio State Bank, The",27328,2,0,7636
Baltic State Bank,17759,2,41370,7637
First National Bank of Germantown,6592,2,43109,7638
Chaco Credit Union Inc,60954,2,0,7639
City National Bank & Trust Company of Guymon,4107,2,156332,7640
Bank2,11521,2,101626,7641
TLC Federal Credit Union,12044,2,0,7642
Pacific West Bank,57872,2,47040,7643
Hampton Veterans Affairs Federal Credit Union,1250,2,69501,7644
Hershey Federal Credit Union,6095,2,0,7645
Parkview Community Federal Credit Union,479,2,0,7646
Fidelity Savings Bank,28038,2,0,7647
United Community Federal Credit Union,7415,2,0,7648
Tri-Valley Service Federal Credit Union,6690,2,23893949,7649
First Federal Savings Bank,29943,2,0,7650
Valley 1st Community Federal Credit Union,649,2,55663,7651
Continental Bank,58061,2,2268406,7652
Bucks First Federal Credit Union,1759,2,0,7653
North Cascades National Bank,26846,2,0,7654
Plantation Federal Bank,32503,2,0,7655
Port Richmond Savings,27385,2,39293,7656
Palmetto Bank,8997,2,0,7657
Emerald Credit Association Federal Credit Union,19047,2,0,7658
Lakelands Federal Credit Union,22098,2,441409000,7659
WEA Credit Union,66677,2,0,7660
Hartford Savings Bank,28531,2,0,7661
Harbor Credit Union,66849,2,0,7662
Fond Du Lac Credit Union,67176,2,82272556,7663
Town & Country Bank,12319,2,0,7664
Southport Bank,34289,2,0,7665
Putnam 1st Mercantile Bank,58079,2,103056,7666
Peoples Bank & Trust Company,22756,2,100091,7667
American Trust Bank of East Tennessee,57689,2,0,7668
Memphis Municipal Employees Federal Credit Union,15433,2,0,7669
Patriot Equity Credit Union,60082,2,0,7670
Peoples Bank & Trust Company,1475,2,73374,7671
First National Bank,4947,2,0,7672
American Trust Bank of East Tennesse,57689,2,0,7673
Local Federal Credit Union,22747,2,0,7674
Fannin Federal Credit Union,17254,2,0,7675
Western National Bank,22482,2,0,7676
Raymond James Bank,33893,2,11518852,7677
First Victoria National Bank,5570,2,0,7678
"Bank of Brenham, National Association",57102,2,112126,7679
Alamo Federal Credit Union,2995,2,0,7680
RF&P Richmond Federal Credit Union,11150,2,0,7681
Utah Power Credit Union,67132,2,1169569000,7682
Stifel Bank & Trust,57311,2,4321968,7683
Viking Bank,33618,2,0,7684
Cascade Bank,28823,2,0,7685
Washington Business Bank,57167,2,53407,7686
First Sound Bank,57799,2,124325,7687
Prevail Credit Union,67693,2,0,7688
Pineries Bank,9526,2,67519,7689
Mid America Bank,15183,2,0,7690
"First Sentry Bank, Inc",34241,2,65012,7691
Farmers State Bank,15258,2,46513,7692
CBW Bank,13959,2,12499,7693
Rural Cooperatives Credit Union Inc,61693,2,0,7694
Louisville Metro Police Officers Credit Union,61772,2,114515,7695
Cape Ann Savings Bank,90203,2,393586,7696
"M.Y Safra Bank, FSB",35154,2,152763,7697
Patterson Federal Credit Union,11902,2,106179,7698
Pinnacle Bank,58186,2,128347,7699
Redwood Capital Bank,57610,2,275613,7700
Tri-Valley Bank,58004,2,92205,7701
United Neighborhood Federal Credit Union,24683,2,0,7702
Northwest Christian Credit Union,97073,2,0,7703
"BankChampaign, National Association",22434,2,183676,7704
State Bank of Saint Jacob,5730,2,45936,7705
Community State Bank,19749,2,157124,7706
Lexington Postal Credit Union Inc,62370,2,0,7707
Al Gar Federal Credit Union,9183,2,72569086,7708
Washtenaw Federal Credit Union,6407,2,0,7709
MemberFocus Community Credit Union,61404,2,0,7710
Key Community Bank,34644,2,41099,7711
State Bank of Belle Plaine,1383,2,89853,7712
South Community Credit Union,64761,2,0,7713
Metro Credit Union,61840,2,0,7714
Bank of Tioga,17280,2,223709,7715
Western National Bank,4778,2,62541,7716
Health Care of New Jersey Federal Credit Union,23961,2,0,7717
Plaza Bank,58100,2,871844,7718
Hometown Bank of Hudson Valley,28379,2,0,7719
Northwestern Federal Credit Union,6949,2,0,7720
Union Banking Company,15326,2,39044,7721
Twin Valley Bank,13802,2,43750,7722
CBT Bank,11116,2,0,7723
Utilities Employees Credit Union,64896,2,0,7724
Penn Liberty Bank,57844,2,556471,7725
Cooperativa de Ahorro y Credito de Arecibo,96817,2,0,7726
Peoples Bank of the South,4945,2,118450,7727
First State Bank of Mobeetie,17909,2,79095,7728
"T Bank, National Association",57703,2,144638,7729
Metro Medical Credit Union,67517,2,0,7730
Homeport Federal Credit Union,5450,2,17022609,7731
Commencement Bank,58446,2,151392,7732
Covenant Bank,34460,2,66138,7733
Reliance Bank,34866,2,87855,7734
Santa Cruz Community Credit Union,64029,2,0,7735
Parsons Federal Credit Union,22141,2,0,7736
Grand Junction Federal Credit Union,11718,2,0,7737
Members Credit Union,68487,2,0,7738
Community State Bank of Starke,17734,2,59836,7739
1st Credit Union of Gainesville,67432,2,0,7740
Florida Citizens Bank,34869,2,0,7741
Augusta Metro Federal Credit Union,14228,2,0,7742
Iowa Trust & Savings Bank,18400,2,134592,7743
Dewey Bank,10803,2,23279,7744
Illinois Educators Credit Union,65305,2,1081300,7745
First Federal Savings Bank of Washington,29710,2,60935,7746
Financial Center Federal Credit Union,8594,2,39708,7747
Field & Main Bank,35380,2,0,7748
Stoneham Municipal Employees Federal Credit Union,15393,2,0,7749
"TD Bank USA, National Association",33947,2,15530017,7750
Citizens Bank of Rogersville,8572,2,60642,7751
"Community Bank, Coast",34121,2,0,7752
Citizens State Bank at Mohall,8632,2,55449,7753
Bridgeway Federal Credit Union,731,2,0,7754
Korean American Catholics Federal Credit Union,23503,2,0,7755
New Covenant Dominion Federal Credit Union,24784,2,0,7756
Brooklyn Cooperative Federal Credit Union,24642,2,0,7757
"Esquire Bank, National Association",58140,2,296411,7758
Conneaut Savings Bank,28677,2,65288,7759
Community State Bank of Canton,26416,2,39117,7760
ESB Bank,27708,2,0,7761
Metro Bank,26255,2,2377340,7762
Alliance Bank,29882,2,0,7763
Borinquen Community Federal Credit Union,7347,2,0,7764
Cooperativa de Ahorro y Crédito de La Federacion,96837,2,0,7765
H&H School Employees Federal Credit Union,15961,2,0,7766
Access Community Credit Union,67178,2,0,7767
"First Federal Bank Littlefield, Texas",30291,2,35027,7768
First National Bank of Kemp,3281,2,53671,7769
Green River Basin Federal Credit Union,18025,2,0,7770
Citizens State Bank of Milford,931,2,43448,7771
Alcoa Community Federal Credit Union,11913,2,0,7772
Charles Schwab,57450,2,113077000,7773
USAmeriBank,58427,2,0,7774
Georgia Florida United Methodist Federal CU,13704,2,0,7775
Walker County Educators Federal Credit Union,20610,2,0,7776
First National Bank of Henning,5162,2,91180,7777
Credit Union of Leavenworth County,63209,2,53972437,7778
KUMC Credit Union,62702,2,215195,7779
Daniels-Sheridan Federal Credit Union,5063,2,49115,7780
Blackstone River Federal Credit Union,24523,2,0,7781
Oklahoma Bank & Trust Company,4067,2,136435,7782
SSMOK Employees Federal Credit Union,16755,2,0,7783
Citizens Bank,1695,2,138763,7784
Memorial Credit Union,63802,2,98120237,7785
BCBST Employees Credit Union,67738,2,0,7786
Twin City Bank,35261,2,47090,7787
Taylor Credit Union,66388,2,0,7788
Peoples Choice Credit Union,66786,2,0,7789
Police Federal Credit Union,16401,2,0,7790
American Chemical Society Federal Credit Union,14418,2,7107,7791
Citizens Bank of Swainsboro,11295,2,134851,7792
First Community Bank of Hillsboro,34752,2,2357028,7793
Freedom Community Credit Union,62722,2,0,7794
Peoples State Bank of Wells,8840,2,27370,7795
"Marion Community Credit Union, Inc",61324,2,0,7796
Box Elder County Federal Credit Union,9163,2,0,7797
Denver Savings Bank,12857,2,117703,7798
Signature Bank,58264,2,518935,7799
Flagler Bank,35218,2,155771,7800
Midwest Community Credit Union,63494,2,0,7801
Freedom Northwest Credit Union,65722,2,0,7802
First National Bank of Kentucky,2735,2,86886,7803
"Century Bank of Kentucky, Inc",35450,2,93260,7804
Energy Credit Union,66369,2,0,7805
Thurston First Bank,58446,2,151392,7806
Merchants & Farmers Bank of Greene County,855,2,54039,7807
Rocket City Federal Credit Union,9662,2,0,7808
"California International Bank, N.A.",57974,2,33505,7809
Evangelical Christian Credit Union,63837,2,0,7810
Ohana Pacific Bank,58231,2,98260,7811
Siskiyou Central Credit Union,61682,2,0,7812
Northern Illinois Federal Credit Union,19708,2,0,7813
Bank of Santa Clarita,57816,2,183588,7814
"Raymond James Bank, National Association",33893,2,11518852,7815
Star Choice Credit Union,64706,2,0,7816
Eaton Employees Credit Union,62950,2,0,7817
North Star Credit Union,60689,2,0,7818
River Valley Credit Union,61664,2,497683,7819
First National Bank of Odon,4405,2,77427,7820
Local 697 Federal Credit Union,12745,2,20038,7821
Midwest Carpenters & Millwrights FCU,13959,2,12499,7822
CBI Federal Credit Union,15848,2,0,7823
77th Street Depot Federal Credit Union,2505,2,15513339,7824
Chicago Municipal Employees Credit Union,65932,2,1879911,7825
Heights Auto Workers Credit Union,65640,2,7052161,7826
Bank of the Prairie,4626,2,69416,7827
Argentine Federal Savings,28507,2,37803,7828
MNCPPC Federal Credit Union,18948,2,264888,7829
Metro North Federal Credit Union,7604,2,53972437,7830
Vue Community Credit Union,64408,2,0,7831
Union Bank & Trust Company,9179,2,72546,7832
Pavillion Bank,24303,2,68842,7833
"Edon State Bank Company of Edon, Ohio",13206,2,52383,7834
Sylvania Area Federal Credit Union,17733,2,94848,7835
Focus Federal Credit Union,5461,2,0,7836
Bank of San Angelo,3087,2,139029,7837
First National Bank of Ballinger,3087,2,139029,7838
American Savings Bank,29899,2,29985,7839
